text,file_name,,,local_path
"Sweet and crispy diamond-shaped fried treats, a festive favorite! 🎊",snacks-13.png,"""C:\Users\91939\OneDrive\Desktop\Images\snacks\snacks-13.png""","./Images/snacks/snacks-13.png""","./images/snacks/snacks-13.png"""
"Handcrafted spiral-shaped South Indian snack, deep-fried to perfection.",snacks-14.png,"""C:\Users\91939\OneDrive\Desktop\Images\snacks\snacks-14.png""","./Images/snacks/snacks-14.png""","./images/snacks/snacks-14.png"""
Roasted fox nuts tossed with spices for a light and healthy munch!,snacks-15.png,"""C:\Users\91939\OneDrive\Desktop\Images\snacks\snacks-15.png""","./Images/snacks/snacks-15.png""","./images/snacks/snacks-15.png"""
"Crispy, golden, and spiced, a perfect snack for festive times! 🎉",snacks-16.png,"""C:\Users\91939\OneDrive\Desktop\Images\snacks\snacks-16.png""","./Images/snacks/snacks-16.png""","./images/snacks/snacks-16.png"""
A nutritious and crunchy brittle made of jaggery and nuts.,snacks-17.png,"""C:\Users\91939\OneDrive\Desktop\Images\snacks\snacks-17.png""","./Images/snacks/snacks-17.png""","./images/snacks/snacks-17.png"""
A beloved street food with crispy puris filled with tangy water and fillings. 🤤,snacks-18.png,"""C:\Users\91939\OneDrive\Desktop\Images\snacks\snacks-18.png""","./Images/snacks/snacks-18.png""","./images/snacks/snacks-18.png"""
A rich and chewy dessert loaded with nuts and flavored with cardamom.,snacks-19.png,"""C:\Users\91939\OneDrive\Desktop\Images\snacks\snacks-19.png""","./Images/snacks/snacks-19.png""","./images/snacks/snacks-19.png"""
A simple yet nutritious snack made from roasted fox nuts.,snacks-20.png,"""C:\Users\91939\OneDrive\Desktop\Images\snacks\snacks-20.png""","./Images/snacks/snacks-20.png""","./images/snacks/snacks-20.png"""
A cute little toy figure of a smiling girl holding a tiny white bunny,toy-1.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-1.png""","./Images/toys/toy-1.png""","./images/toys/toy-1.png"""
A cool action figure of Batman alongside his high-tech Batmobile.,toy-2.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-2.png""","./Images/toys/toy-2.png""","./images/toys/toy-2.png"""
A soft and cuddly pink unicorn with heart decorations and a magical look!,toy-3.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-3.png""","./Images/toys/toy-3.png""","./images/toys/toy-3.png"""
A futuristic blue robot buddy ready to play! 🤖✨,toy-4.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-4.png""","./Images/toys/toy-4.png""","./images/toys/toy-4.png"""
A cuddly elephant plush for the softest hugs! 🐘💖,toy-5.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-5.png""","./Images/toys/toy-5.png""","./images/toys/toy-5.png"""
A sleepy panda waiting for nap time! 🐼😴,toy-6.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-6.png""","./Images/toys/toy-6.png""","./images/toys/toy-6.png"""
"A classic teddy bear, your forever friend! 🧸❤️",toy-7.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-7.png""","./Images/toys/toy-7.png""","./images/toys/toy-7.png"""
A magical unicorn full of dreams! 🦄🌈,toy-8.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-8.png""","./Images/toys/toy-8.png""","./images/toys/toy-8.png"""
"A cute elephant with pink ears, the perfect snuggle buddy! 🐘💕",toy-9.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-9.png""","./Images/toys/toy-9.png""","./images/toys/toy-9.png"""
A roaring dino ready for adventure! 🦖🔥,toy-10.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-10.png""","./Images/toys/toy-10.png""","./images/toys/toy-10.png"""
A tiny teddy with a big heart! 🧸💛,toy-11.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-11.png""","./Images/toys/toy-11.png""","./images/toys/toy-11.png"""
A happy frog stacking toy for endless fun! 🐸🌈,toy-12.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-12.png""","./Images/toys/toy-12.png""","./images/toys/toy-12.png"""
These teddy bears are the perfect snuggle buddies! ❤️,toy-13.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-13.png""","./Images/toys/toy-13.png""","./images/toys/toy-13.png"""
Rolling into fun with this adorable turtle!,toy-14.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-14.png""","./Images/toys/toy-14.png""","./images/toys/toy-14.png"""
"Soft, squishy, and full of love! Who's your favorite? 💖",toy-15.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-15.png""","./Images/toys/toy-15.png""","./images/toys/toy-15.png"""
These little stuffed animals are ready for a fun adventure!,toy-16.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-16.jpg""","./Images/toys/toy-16.jpg""","./images/toys/toy-16.jpg"""
Time to dig into some serious playtime!,toy-17.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-17.png""","./Images/toys/toy-17.png""","./images/toys/toy-17.png"""
This toy car is all set to race into excitement! 🏁,toy-18.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-18.png""","./Images/toys/toy-18.png""","./images/toys/toy-18.png"""
Ready to cause some adorable mischief! 😆,toy-19.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-19.png""","./Images/toys/toy-19.png""","./images/toys/toy-19.png"""
The fun starts when you start building! 🌈,toy-20.png,"""C:\Users\91939\OneDrive\Desktop\Images\toys\toy-20.png""","./Images/toys/toy-20.png""","./images/toys/toy-20.png"""
🕶️ Classic black sunglasses for a timeless look.,sunglass-1.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-1.png""","./Images/sunglasses/sunglass-1.png""","./images/sunglasses/sunglass-1.png"""
✈️ Stylish aviator sunglasses with dark lenses.,sunglass-2.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-2.png""","./Images/sunglasses/sunglass-2.png""","./images/sunglasses/sunglass-2.png"""
😎 Retro-inspired sunglasses with a bold frame.,sunglass-3.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-3.png""","./Images/sunglasses/sunglass-3.png""","./images/sunglasses/sunglass-3.png"""
🌴🌅 Fun and colorful sunglasses with a tropical vibe.,sunglass-4.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-4.png""","./Images/sunglasses/sunglass-4.png""","./images/sunglasses/sunglass-4.png"""
✨ Elegant sunglasses with a sleek metallic frame.,sunglass-5.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-5.png""","./Images/sunglasses/sunglass-5.png""","./images/sunglasses/sunglass-5.png"""
🔵 Trendy blue-lensed sunglasses for a cool style.,sunglass-6.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-6.png""","./Images/sunglasses/sunglass-6.png""","./images/sunglasses/sunglass-6.png"""
🏖️ Sporty aviator sunglasses with a vibrant gradient lens.,sunglass-7.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-7.png""","./Images/sunglasses/sunglass-7.png""","./images/sunglasses/sunglass-7.png"""
""" 😎 Shades on, worries off! """,sunglass-8.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-8.png""","./Images/sunglasses/sunglass-8.png""","./images/sunglasses/sunglass-8.png"""
Orange you glad you saw these? 🍊😎,sunglass-9.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-9.png""","./Images/sunglasses/sunglass-9.png""","./images/sunglasses/sunglass-9.png"""
"Retro Vibes 😎🕶️ – Round and bold, perfect for a vintage look!",sunglass-10.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-10.png""","./Images/sunglasses/sunglass-10.png""","./images/sunglasses/sunglass-10.png"""
Golden Reflections ✨🕶️ – Stylish with a rosy touch!,sunglass-11.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-11.png""","./Images/sunglasses/sunglass-11.png""","./images/sunglasses/sunglass-11.png"""
Classic & Nerdy 🤓🖤 – Smart and timeless round frames!,sunglass-12.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-12.png""","./Images/sunglasses/sunglass-12.png""","./images/sunglasses/sunglass-12.png"""
Pretty in Pink 💖👓 – Chic and elegant with a rosy tint!,sunglass-13.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-13.png""","./Images/sunglasses/sunglass-13.png""","./images/sunglasses/sunglass-13.png"""
Cool Blue 🌊😎 – Aviators that scream summer!,sunglass-14.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-14.png""","./Images/sunglasses/sunglass-14.png""","./images/sunglasses/sunglass-14.png"""
Sporty Edge 🔥🚴 – Perfect for action-packed adventures!,sunglass-15.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-15.png""","./Images/sunglasses/sunglass-15.png""","./images/sunglasses/sunglass-15.png"""
Oops… Broken! 🕶️💔 – Well-loved or just an accident? 😅,sunglass-16.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-16.png""","./Images/sunglasses/sunglass-16.png""","./images/sunglasses/sunglass-16.png"""
"Aviator Swag ✈️😎 – Classic and bold, ready for takeoff!",sunglass-17.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-17.png""","./Images/sunglasses/sunglass-17.png""","./images/sunglasses/sunglass-17.png"""
"Tortoiseshell Glam 🐆🕶️ – Vintage, classy, and fierce!",sunglass-18.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-18.png""","./Images/sunglasses/sunglass-18.png""","./images/sunglasses/sunglass-18.png"""
"Luxury Look 🖤💎 – Sleek, stylish, and effortlessly cool!",sunglass-19.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-19.png""","./Images/sunglasses/sunglass-19.png""","./images/sunglasses/sunglass-19.png"""
"Bold & Black 🖤🕶️ – Futuristic, edgy, and ready to make a statement! 🔥🚀",sunglass-20.png,"""C:\Users\91939\OneDrive\Desktop\Images\sunglasses\sunglass-20.png""","./Images/sunglasses/sunglass-20.png""","./images/sunglasses/sunglass-20.png"""
Nature’s air purifier – Snake Plant 🐍🌱,plants-1.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-1.png""","./Images/plants/plants-1.png""","./images/plants/plants-1.png"""
Aloe for the glow – nature’s healer ✨🌿,plants-2.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-2.png""","./Images/plants/plants-2.png""","./images/plants/plants-2.png"""
Aesthetic greens for a fresh vibe 🏡💚,plants-3.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-3.png""","./Images/plants/plants-3.png""","./images/plants/plants-3.png"""
Indoor jungle dreams come true 🌴🏡,plants-4.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-4.png""","./Images/plants/plants-4.png""","./images/plants/plants-4.png"""
Balcony goals with lush greens 🌿🏙️,plants-5.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-5.png""","./Images/plants/plants-5.png""","./images/plants/plants-5.png"""
Cozy corners filled with life 🌿🛋️,plants-6.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-6.png""","./Images/plants/plants-6.png""","./images/plants/plants-6.png"""
A statement plant for every space 🏡🌿,plants-7.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-7.png""","./Images/plants/plants-7.png""","./images/plants/plants-7.png"""
"Bold leaves, bold style 🖤🌱",plants-8.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-8.png""","./Images/plants/plants-8.png""","./images/plants/plants-8.png"""
Bamboo vibes for peace & zen 🎋🕊️,plants-9.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-9.png""","./Images/plants/plants-9.png""","./images/plants/plants-9.png"""
The easiest plant parent win! 🌿💚,plants-10.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-10.png""","./Images/plants/plants-10.png""","./images/plants/plants-10.png"""
The ever-stylish Snake Plant 🌿💙,plants-11.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-11.png""","./Images/plants/plants-11.png""","./images/plants/plants-11.png"""
The ever-stylish Snake Plant 🌿💙,plants-12.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-12.png""","./Images/plants/plants-12.png""","./images/plants/plants-12.png"""
"Unique foliage, perfect for decor 🌱🎨",plants-13.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-13.png""","./Images/plants/plants-13.png""","./images/plants/plants-13.png"""
Twin beauties bringing natural charm 🌿🤍,plants-14.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-14.png""","./Images/plants/plants-14.png""","./images/plants/plants-14.png"""
"Peace Lily for pure, serene energy 🌸☁️",plants-15.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-15.png""","./Images/plants/plants-15.png""","./images/plants/plants-15.png"""
A colorful burst of freshness 🌿🌺,plants-16.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-16.png""","./Images/plants/plants-16.png""","./images/plants/plants-16.png"""
Green elegance for every corner 🏡🍃,plants-17.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-17.png""","./Images/plants/plants-17.png""","./images/plants/plants-17.png"""
Cozy woven planters with a stylish touch 🌿🧺,plants-18.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-18.png""","./Images/plants/plants-18.png""","./images/plants/plants-18.png"""
Bright blooms for a vibrant home 🌺✨,plants-19.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-19.png""","./Images/plants/plants-19.png""","./images/plants/plants-19.png"""
"Simple, chic, and effortlessly green 🖤🌿",plants-20.png,"""C:\Users\91939\OneDrive\Desktop\Images\plants\plants-20.png""","./Images/plants/plants-20.png""","./images/plants/plants-20.png"""
Essential tools for every chef 🍳🔪,Kitchenware-1.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-1.png""","./Images/Kitchenware/Kitchenware-1.png""","./images/Kitchenware/Kitchenware-1.png"""
Whisks and scoops for perfect baking 🧁🥄,Kitchenware-2.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-2.png""","./Images/Kitchenware/Kitchenware-2.png""","./images/Kitchenware/Kitchenware-2.png"""
Fun kitchen playset for little chefs 🍽️🧸,Kitchenware-3.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-3.png""","./Images/Kitchenware/Kitchenware-3.png""","./images/Kitchenware/Kitchenware-3.png"""
Stylish pink kitchen set for elegance 🎀🍴,Kitchenware-4.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-4.png""","./Images/Kitchenware/Kitchenware-4.png""","./images/Kitchenware/Kitchenware-4.png"""
Sleek stainless steel cookware for modern kitchens 🍲✨,Kitchenware-5.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-5.png""","./Images/Kitchenware/Kitchenware-5.png""","./images/Kitchenware/Kitchenware-5.png"""
Powerful mixer grinder for smooth blends 🍹⚡,Kitchenware-6.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-6.png""","./Images/Kitchenware/Kitchenware-6.png""","./images/Kitchenware/Kitchenware-6.png"""
Sharp and stylish knife set for precision 🔪🔥,Kitchenware-7.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-7.png""","./Images/Kitchenware/Kitchenware-7.png""","./images/Kitchenware/Kitchenware-7.png"""
Non-stick must-haves for effortless cooking 🍳👌,Kitchenware-8.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-8.png""","./Images/Kitchenware/Kitchenware-8.png""","./images/Kitchenware/Kitchenware-8.png"""
Wooden and black utensils for a classy touch 🍴🌿,Kitchenware-9.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-9.png""","./Images/Kitchenware/Kitchenware-9.png""","./images/Kitchenware/Kitchenware-9.png"""
Durable stainless steel pot for hearty meals 🍲💪,Kitchenware-10.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-10.png""","./Images/Kitchenware/Kitchenware-10.png""","./images/Kitchenware/Kitchenware-10.png"""
Complete kitchenware set for master chefs 🏆🔪,Kitchenware-11.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-11.png""","./Images/Kitchenware/Kitchenware-11.png""","./images/Kitchenware/Kitchenware-11.png"""
Knife block with extra kitchen tools for efficiency 🍽️🛠️,Kitchenware-12.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-12.png""","./Images/Kitchenware/Kitchenware-12.png""","./images/Kitchenware/Kitchenware-12.png"""
Non-stick cookware set for easy cooking 🍳🍲,Kitchenware-13.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-13.png""","./Images/Kitchenware/Kitchenware-13.png""","./images/Kitchenware/Kitchenware-13.png"""
Classic tawa for perfect flatbreads 🫓🔥,Kitchenware-14.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-14.png""","./Images/Kitchenware/Kitchenware-14.png""","./images/Kitchenware/Kitchenware-14.png"""
Mini pan set for delicious treats 🥞🍡,Kitchenware-15.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-15.png""","./Images/Kitchenware/Kitchenware-15.png""","./images/Kitchenware/Kitchenware-15.png"""
Small kitchen tools for perfect meals 🍴🖤,Kitchenware-16.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-16.png""","./Images/Kitchenware/Kitchenware-16.png""","./images/Kitchenware/Kitchenware-16.png"""
Cookware set for every cooking need 🍽️🔥,Kitchenware-17.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-17.png""","./Images/Kitchenware/Kitchenware-17.png""","./images/Kitchenware/Kitchenware-17.png"""
Dish rack to keep your kitchen tidy 🧼🍽️,Kitchenware-18.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-18.png""","./Images/Kitchenware/Kitchenware-18.png""","./images/Kitchenware/Kitchenware-18.png"""
All-in-one utensil holder for easy access 🏡🍴,Kitchenware-19.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-19.png""","./Images/Kitchenware/Kitchenware-19.png""","./images/Kitchenware/Kitchenware-19.png"""
High-tech appliances for a smart kitchen 🤖🍵,Kitchenware-20.png,"""C:\Users\91939\OneDrive\Desktop\Images\Kitchenware\Kitchenware-20.png""","./Images/Kitchenware/Kitchenware-20.png""","./images/Kitchenware/Kitchenware-20.png"""
Bold black elegance with gold accents ⌚✨,watches-1.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-1.png""","./Images/watches/watches-1.png""","./images/watches/watches-1.png"""
Sleek and minimalist black timepiece 🖤⏳,watches-2.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-2.png""","./Images/watches/watches-2.png""","./images/watches/watches-2.png"""
Luxurious gold watch for a premium style 🌟⌚,watches-3.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-3.png""","./Images/watches/watches-3.png""","./images/watches/watches-3.png"""
Rose gold beauty for a classy look 💖🕰️,watches-4.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-4.png""","./Images/watches/watches-4.png""","./images/watches/watches-4.png"""
Digital classic for retro vibes 📟⌚,watches-5.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-5.png""","./Images/watches/watches-5.png""","./images/watches/watches-5.png"""
Dazzling blue dial for a bold statement 💙✨,watches-6.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-6.png""","./Images/watches/watches-6.png""","./images/watches/watches-6.png"""
Rugged black sports watch for adventure lovers ⏱️🏔️,watches-7.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-7.png""","./Images/watches/watches-7.png""","./images/watches/watches-7.png"""
Vintage timepiece with a timeless appeal 🏜️⌚,watches-8.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-8.png""","./Images/watches/watches-8.png""","./images/watches/watches-8.png"""
Subtle yet stylish in champagne gold 🥂⌚,watches-9.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-9.png""","./Images/watches/watches-9.png""","./images/watches/watches-9.png"""
Leather strap for a sophisticated look 🤎🕰️,watches-10.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-10.png""","./Images/watches/watches-10.png""","./images/watches/watches-10.png"""
Soft gold elegance for everyday charm 💛⌚,watches-11.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-11.png""","./Images/watches/watches-11.png""","./images/watches/watches-11.png"""
Striped dial with a futuristic feel 🚀🕰️,watches-12.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-12.png""","./Images/watches/watches-12.png""","./images/watches/watches-12.png"""
Black and gold combo for ultimate luxury 🖤💰,watches-13.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-13.png""","./Images/watches/watches-13.png""","./images/watches/watches-13.png"""
Elegant green dial for a unique touch 💚⌚,watches-14.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-14.png""","./Images/watches/watches-14.png""","./images/watches/watches-14.png"""
Blue and gold classic for timeless elegance 🔵⏳,watches-15.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-15.png""","./Images/watches/watches-15.png""","./images/watches/watches-15.png"""
Modern metallic with a digital twist 🌐⌚,watches-16.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-16.png""","./Images/watches/watches-16.png""","./images/watches/watches-16.png"""
Vintage digital in a bronze finish 🟤📟,watches-17.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-17.png""","./Images/watches/watches-17.png""","./images/watches/watches-17.png"""
Black and silver digital for a sleek look ⚫💻,watches-18.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-18.png""","./Images/watches/watches-18.png""","./images/watches/watches-18.png"""
Neon green G-Shock for sporty vibes 💚🏋️‍♂️,watches-19.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-19.png""","./Images/watches/watches-19.png""","./images/watches/watches-19.png"""
Navy and gold sports watch for a bold look 🔵🏆,watches-20.png,"""C:\Users\91939\OneDrive\Desktop\Images\watches\watches-20.png""","./Images/watches/watches-20.png""","./images/watches/watches-20.png"""
